"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-took part in a tapseq task","UPDATE-took part in a tapseq task","CURRENT-temp qualification","UPDATE-temp qualification","CURRENT-participated in the past","UPDATE-participated in the past","CURRENT-eligible for testing 1 week birds","UPDATE-eligible for testing 1 week birds","CURRENT-eligible for next step memory rep","UPDATE-eligible for next step memory rep","CURRENT-eligible for memory testing 1 week","UPDATE-eligible for memory testing 1 week","CURRENT-completed working memory test","UPDATE-completed working memory test","CURRENT-completed multicategory memory test","UPDATE-completed multicategory memory test","CURRENT-completed memory rep","UPDATE-completed memory rep","CURRENT-completed memory encoding 24h","UPDATE-completed memory encoding 24h","CURRENT-completed encoding successfully ","UPDATE-completed encoding successfully ","CURRENT-completed encoding multicategory memory test","UPDATE-completed encoding multicategory memory test","CURRENT-completed day5","UPDATE-completed day5","CURRENT-completed day4","UPDATE-completed day4","CURRENT-completed day3","UPDATE-completed day3","CURRENT-completed day2","UPDATE-completed day2","CURRENT-completed day1","UPDATE-completed day1","CURRENT-completed birds memory rep","UPDATE-completed birds memory rep","CURRENT-Completed My Experiment Already","UPDATE-Completed My Experiment Already","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A30RAYNDOWQ61S","https://gamma-requester.mturk.com/workers/A30RAYNDOWQ61S","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A30RTQC0LLY19K","https://gamma-requester.mturk.com/workers/A30RTQC0LLY19K","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A30UE6DWFNUCWX","https://gamma-requester.mturk.com/workers/A30UE6DWFNUCWX","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A30W987G9S6F0G","https://gamma-requester.mturk.com/workers/A30W987G9S6F0G","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A30ZYYC8NYLJ59","https://gamma-requester.mturk.com/workers/A30ZYYC8NYLJ59","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A315ZG72CPNAHV","https://gamma-requester.mturk.com/workers/A315ZG72CPNAHV","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A318M33K2896OL","https://gamma-requester.mturk.com/workers/A318M33K2896OL","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A3197EMDUFJOOQ","https://gamma-requester.mturk.com/workers/A3197EMDUFJOOQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A319L0NR0HP2DM","https://gamma-requester.mturk.com/workers/A319L0NR0HP2DM","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A31BA1WLSWUSY1","https://gamma-requester.mturk.com/workers/A31BA1WLSWUSY1","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A31F1HAKNRF6WP","https://gamma-requester.mturk.com/workers/A31F1HAKNRF6WP","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A31FDAPJJ2EBGA","https://gamma-requester.mturk.com/workers/A31FDAPJJ2EBGA","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A31GWPIS3SMYS9","https://gamma-requester.mturk.com/workers/A31GWPIS3SMYS9","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A31KAJFV5FKH8C","https://gamma-requester.mturk.com/workers/A31KAJFV5FKH8C","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A31KV6ETEFLOEM","https://gamma-requester.mturk.com/workers/A31KV6ETEFLOEM","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A31LNMK1LGOIIA","https://gamma-requester.mturk.com/workers/A31LNMK1LGOIIA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A31NY9W52SMR36","https://gamma-requester.mturk.com/workers/A31NY9W52SMR36","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A31OQ5XKBUN38","https://gamma-requester.mturk.com/workers/A31OQ5XKBUN38","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A31R560IXODLDC","https://gamma-requester.mturk.com/workers/A31R560IXODLDC","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A31RBGPPYMAE7E","https://gamma-requester.mturk.com/workers/A31RBGPPYMAE7E","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A31S3QJ7WM3ZY3","https://gamma-requester.mturk.com/workers/A31S3QJ7WM3ZY3","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A31T2PF4RV3GTF","https://gamma-requester.mturk.com/workers/A31T2PF4RV3GTF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A31XUQFSE7CCZX","https://gamma-requester.mturk.com/workers/A31XUQFSE7CCZX","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A31YCOB92SLSHL","https://gamma-requester.mturk.com/workers/A31YCOB92SLSHL","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A31Z5TPD8QKE26","https://gamma-requester.mturk.com/workers/A31Z5TPD8QKE26","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A320QA9HJFUOZO","https://gamma-requester.mturk.com/workers/A320QA9HJFUOZO","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A324M5ZRHX7RUV","https://gamma-requester.mturk.com/workers/A324M5ZRHX7RUV","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A325BIJIG3AK1T","https://gamma-requester.mturk.com/workers/A325BIJIG3AK1T","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
"A32664578BFZ29","https://gamma-requester.mturk.com/workers/A32664578BFZ29","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A326O3VWP8TO8N","https://gamma-requester.mturk.com/workers/A326O3VWP8TO8N","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A32ASWHLCI1CWD","https://gamma-requester.mturk.com/workers/A32ASWHLCI1CWD","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A32BQNJMLMZYG0","https://gamma-requester.mturk.com/workers/A32BQNJMLMZYG0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A32CZA6NYBYTOM","https://gamma-requester.mturk.com/workers/A32CZA6NYBYTOM","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A32DJMN66A0SY7","https://gamma-requester.mturk.com/workers/A32DJMN66A0SY7","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
"A32ES68URHP8HD","https://gamma-requester.mturk.com/workers/A32ES68URHP8HD","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A32R4UKTOFJU2","https://gamma-requester.mturk.com/workers/A32R4UKTOFJU2","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A32TC55DUJW5N5","https://gamma-requester.mturk.com/workers/A32TC55DUJW5N5","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A32TG2LFDHYDHK","https://gamma-requester.mturk.com/workers/A32TG2LFDHYDHK","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A32UQVR725KLTX","https://gamma-requester.mturk.com/workers/A32UQVR725KLTX","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A32X8WXMIV4KE8","https://gamma-requester.mturk.com/workers/A32X8WXMIV4KE8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A32Y8OYFAXK5IE","https://gamma-requester.mturk.com/workers/A32Y8OYFAXK5IE","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A32YYM8WVR8B7S","https://gamma-requester.mturk.com/workers/A32YYM8WVR8B7S","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A337X6ZE9WIIU7","https://gamma-requester.mturk.com/workers/A337X6ZE9WIIU7","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A337Y4X67PY4QI","https://gamma-requester.mturk.com/workers/A337Y4X67PY4QI","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A33AAG6EWRDFNX","https://gamma-requester.mturk.com/workers/A33AAG6EWRDFNX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A33ALNVI99FI7J","https://gamma-requester.mturk.com/workers/A33ALNVI99FI7J","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A33B85TN97HQ33","https://gamma-requester.mturk.com/workers/A33B85TN97HQ33","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A33B9RCIJ7DRGS","https://gamma-requester.mturk.com/workers/A33B9RCIJ7DRGS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A33BYDSAFW6PK","https://gamma-requester.mturk.com/workers/A33BYDSAFW6PK","1","0","0.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A33D6XFZHIRXMM","https://gamma-requester.mturk.com/workers/A33D6XFZHIRXMM","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A33KCN8G4T3XVR","https://gamma-requester.mturk.com/workers/A33KCN8G4T3XVR","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A33QMMCDIGGVAE","https://gamma-requester.mturk.com/workers/A33QMMCDIGGVAE","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A33RI08QRVG5Q0","https://gamma-requester.mturk.com/workers/A33RI08QRVG5Q0","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A33S8LVRU8QEL","https://gamma-requester.mturk.com/workers/A33S8LVRU8QEL","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A33SOJ186HWXUE","https://gamma-requester.mturk.com/workers/A33SOJ186HWXUE","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
"A33ST4DW1A4PGK","https://gamma-requester.mturk.com/workers/A33ST4DW1A4PGK","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A33TDXKTR8BUV9","https://gamma-requester.mturk.com/workers/A33TDXKTR8BUV9","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A33U3GZXTFC4M4","https://gamma-requester.mturk.com/workers/A33U3GZXTFC4M4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A33VGSEJ44ORMF","https://gamma-requester.mturk.com/workers/A33VGSEJ44ORMF","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A33YJIL8ZY6XSB","https://gamma-requester.mturk.com/workers/A33YJIL8ZY6XSB","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A340FMNO9WJG4J","https://gamma-requester.mturk.com/workers/A340FMNO9WJG4J","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A344BXT88DM2ZH","https://gamma-requester.mturk.com/workers/A344BXT88DM2ZH","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A34824Y7V4EX5E","https://gamma-requester.mturk.com/workers/A34824Y7V4EX5E","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
